"date","Item","Element","Value"
2014-04-08,"S&P 500 Consolidated - CME","Speculators net position (% of OI)",26.6
2014-04-08,"SWISS FRANC - CME","Speculators net position (% of OI)",12
2014-04-08,"U.S. DOLLAR INDEX - ICE","Speculators net position (% of OI)",-2.1
2014-04-08,"U.S. TREASURY BONDS - CBoT","Speculators net position (% of OI)",10.7
2014-04-08,"VIX FUTURES - CBOE","Speculators net position (% of OI)",-7.4
2014-04-15,"10-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",-1
2014-04-15,"2-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",-10.9
2014-04-15,"3-MONTH EURODOLLARS - CME","Smart money net position (% of OI)",-5.6
2014-04-15,"30-DAY FEDERAL FUNDS - CBoT","Smart money net position (% of OI)",14.6
2014-04-15,"5-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",1
2014-04-15,"AUSTRALIAN DOLLAR - CME","Smart money net position (% of OI)",-15.8
2014-04-15,"BRITISH POUND STERLING - CME","Smart money net position (% of OI)",-47.3
2014-04-15,"CANADIAN DOLLAR - CME","Smart money net position (% of OI)",10.3
2014-04-15,"DJIA Consolidated - CBoT","Smart money net position (% of OI)",-20.1
2014-04-15,"DOW JONES INDUSTRIAL AVG- x $5 - CBoT","Smart money net position (% of OI)",-20.1
2014-04-15,"E-MINI S&P 400 STOCK INDEX - CME","Smart money net position (% of OI)",-27.4
2014-04-15,"E-MINI S&P 500 STOCK INDEX - CME","Smart money net position (% of OI)",-21.8
2014-04-15,"EURO FX - CME","Smart money net position (% of OI)",8.6
2014-04-15,"JAPANESE YEN - CME","Smart money net position (% of OI)",45.1
2014-04-15,"MEXICAN PESO - CME","Smart money net position (% of OI)",4
2014-04-15,"NASDAQ-100 Consolidated - CME","Smart money net position (% of OI)",-50.8
2014-04-15,"NASDAQ-100 STOCK INDEX (MINI) - CME","Smart money net position (% of OI)",-50.8
2014-04-15,"NEW ZEALAND DOLLAR - CME","Smart money net position (% of OI)",-62.3
2014-04-15,"NIKKEI STOCK AVERAGE YEN DENOM - CME","Smart money net position (% of OI)",12
2014-04-15,"S&P 500 Consolidated - CME","Smart money net position (% of OI)",-23.8
2014-04-15,"SWISS FRANC - CME","Smart money net position (% of OI)",-19.9
2014-04-15,"U.S. DOLLAR INDEX - ICE","Smart money net position (% of OI)",4
2014-04-15,"U.S. TREASURY BONDS - CBoT","Smart money net position (% of OI)",-11.2
2014-04-15,"VIX FUTURES - CBOE","Smart money net position (% of OI)",10.9
2014-04-15,"10-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",1.1
2014-04-15,"2-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",11
2014-04-15,"3-MONTH EURODOLLARS - CME","Speculators net position (% of OI)",5.6
2014-04-15,"30-DAY FEDERAL FUNDS - CBoT","Speculators net position (% of OI)",-14.7
2014-04-15,"5-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",-1.1
2014-04-15,"AUSTRALIAN DOLLAR - CME","Speculators net position (% of OI)",15.8
2014-04-15,"BRITISH POUND STERLING - CME","Speculators net position (% of OI)",47.2
2014-04-15,"CANADIAN DOLLAR - CME","Speculators net position (% of OI)",-10.2
2014-04-15,"DJIA Consolidated - CBoT","Speculators net position (% of OI)",20.2
2014-04-15,"DOW JONES INDUSTRIAL AVG- x $5 - CBoT","Speculators net position (% of OI)",20.2
2014-04-15,"E-MINI S&P 400 STOCK INDEX - CME","Speculators net position (% of OI)",27.4
2014-04-15,"E-MINI S&P 500 STOCK INDEX - CME","Speculators net position (% of OI)",21.7
2014-04-15,"EURO FX - CME","Speculators net position (% of OI)",-8.7
2014-04-15,"JAPANESE YEN - CME","Speculators net position (% of OI)",-45.1
2014-04-15,"MEXICAN PESO - CME","Speculators net position (% of OI)",-4.1
2014-04-15,"NASDAQ-100 Consolidated - CME","Speculators net position (% of OI)",50.8
2014-04-15,"NASDAQ-100 STOCK INDEX (MINI) - CME","Speculators net position (% of OI)",50.8
2014-04-15,"NEW ZEALAND DOLLAR - CME","Speculators net position (% of OI)",62.2
2014-04-15,"NIKKEI STOCK AVERAGE YEN DENOM - CME","Speculators net position (% of OI)",-12.1
2014-04-15,"S&P 500 Consolidated - CME","Speculators net position (% of OI)",23.7
2014-04-15,"SWISS FRANC - CME","Speculators net position (% of OI)",19.9
2014-04-15,"U.S. DOLLAR INDEX - ICE","Speculators net position (% of OI)",-4
2014-04-15,"U.S. TREASURY BONDS - CBoT","Speculators net position (% of OI)",11.2
2014-04-15,"VIX FUTURES - CBOE","Speculators net position (% of OI)",-10.8
2014-04-22,"10-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",0.3
2014-04-22,"2-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",-7.9
2014-04-22,"3-MONTH EURODOLLARS - CME","Smart money net position (% of OI)",-5.1
2014-04-22,"30-DAY FEDERAL FUNDS - CBoT","Smart money net position (% of OI)",16.5
2014-04-22,"5-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",1.4
2014-04-22,"AUSTRALIAN DOLLAR - CME","Smart money net position (% of OI)",-27.2
2014-04-22,"BRITISH POUND STERLING - CME","Smart money net position (% of OI)",-46.8
2014-04-22,"CANADIAN DOLLAR - CME","Smart money net position (% of OI)",9.4
2014-04-22,"DJIA Consolidated - CBoT","Smart money net position (% of OI)",-28
2014-04-22,"DOW JONES INDUSTRIAL AVG- x $5 - CBoT","Smart money net position (% of OI)",-28
2014-04-22,"E-MINI S&P 400 STOCK INDEX - CME","Smart money net position (% of OI)",-30.8
2014-04-22,"E-MINI S&P 500 STOCK INDEX - CME","Smart money net position (% of OI)",-22.1
2014-04-22,"EURO FX - CME","Smart money net position (% of OI)",9.1
2014-04-22,"JAPANESE YEN - CME","Smart money net position (% of OI)",46.4
2014-04-22,"MEXICAN PESO - CME","Smart money net position (% of OI)",4.2
2014-04-22,"NASDAQ-100 Consolidated - CME","Smart money net position (% of OI)",-45.3
2014-04-22,"NASDAQ-100 STOCK INDEX (MINI) - CME","Smart money net position (% of OI)",-45.3
2014-04-22,"NEW ZEALAND DOLLAR - CME","Smart money net position (% of OI)",-66.6
2014-04-22,"NIKKEI STOCK AVERAGE YEN DENOM - CME","Smart money net position (% of OI)",13.7
2014-04-22,"S&P 500 Consolidated - CME","Smart money net position (% of OI)",-24.1
2014-04-22,"SWISS FRANC - CME","Smart money net position (% of OI)",-20.1
2014-04-22,"U.S. DOLLAR INDEX - ICE","Smart money net position (% of OI)",4.2
2014-04-22,"U.S. TREASURY BONDS - CBoT","Smart money net position (% of OI)",-11.8
2014-04-22,"VIX FUTURES - CBOE","Smart money net position (% of OI)",11.7
2014-04-22,"10-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",-0.300000000000002
2014-04-22,"2-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",7.8
2014-04-22,"3-MONTH EURODOLLARS - CME","Speculators net position (% of OI)",5.1
2014-04-22,"30-DAY FEDERAL FUNDS - CBoT","Speculators net position (% of OI)",-16.6
2014-04-22,"5-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",-1.3
2014-04-22,"AUSTRALIAN DOLLAR - CME","Speculators net position (% of OI)",27.3
2014-04-22,"BRITISH POUND STERLING - CME","Speculators net position (% of OI)",46.8
2014-04-22,"CANADIAN DOLLAR - CME","Speculators net position (% of OI)",-9.5
2014-04-22,"DJIA Consolidated - CBoT","Speculators net position (% of OI)",28
2014-04-22,"DOW JONES INDUSTRIAL AVG- x $5 - CBoT","Speculators net position (% of OI)",28
2014-04-22,"E-MINI S&P 400 STOCK INDEX - CME","Speculators net position (% of OI)",30.8
2014-04-22,"E-MINI S&P 500 STOCK INDEX - CME","Speculators net position (% of OI)",22.2
2014-04-22,"EURO FX - CME","Speculators net position (% of OI)",-9.2
2014-04-22,"JAPANESE YEN - CME","Speculators net position (% of OI)",-46.5
2014-04-22,"MEXICAN PESO - CME","Speculators net position (% of OI)",-4.2
2014-04-22,"NASDAQ-100 Consolidated - CME","Speculators net position (% of OI)",45.4
2014-04-22,"NASDAQ-100 STOCK INDEX (MINI) - CME","Speculators net position (% of OI)",45.4
2014-04-22,"NEW ZEALAND DOLLAR - CME","Speculators net position (% of OI)",66.7
2014-04-22,"NIKKEI STOCK AVERAGE YEN DENOM - CME","Speculators net position (% of OI)",-13.7
2014-04-22,"S&P 500 Consolidated - CME","Speculators net position (% of OI)",24.1
2014-04-22,"SWISS FRANC - CME","Speculators net position (% of OI)",20.1
2014-04-22,"U.S. DOLLAR INDEX - ICE","Speculators net position (% of OI)",-4.2
2014-04-22,"U.S. TREASURY BONDS - CBoT","Speculators net position (% of OI)",11.7
2014-04-22,"VIX FUTURES - CBOE","Speculators net position (% of OI)",-11.6
2014-04-29,"10-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",-1.2
2014-04-29,"2-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",-6.3
2014-04-29,"3-MONTH EURODOLLARS - CME","Smart money net position (% of OI)",-5.1
2014-04-29,"30-DAY FEDERAL FUNDS - CBoT","Smart money net position (% of OI)",13.5
2014-04-29,"5-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",2.2
2014-04-29,"AUSTRALIAN DOLLAR - CME","Smart money net position (% of OI)",-20.1
2014-04-29,"BRITISH POUND STERLING - CME","Smart money net position (% of OI)",-46.8
2014-04-29,"CANADIAN DOLLAR - CME","Smart money net position (% of OI)",6.2
2014-04-29,"DJIA Consolidated - CBoT","Smart money net position (% of OI)",-27.6
2014-04-29,"DOW JONES INDUSTRIAL AVG- x $5 - CBoT","Smart money net position (% of OI)",-27.6
2014-04-29,"E-MINI S&P 400 STOCK INDEX - CME","Smart money net position (% of OI)",-32.2
2014-04-29,"E-MINI S&P 500 STOCK INDEX - CME","Smart money net position (% of OI)",-22.5
2014-04-29,"EURO FX - CME","Smart money net position (% of OI)",7.9
2014-04-29,"JAPANESE YEN - CME","Smart money net position (% of OI)",49.5
2014-04-29,"MEXICAN PESO - CME","Smart money net position (% of OI)",7.5
2014-04-29,"NASDAQ-100 Consolidated - CME","Smart money net position (% of OI)",-44.5
2014-04-29,"NASDAQ-100 STOCK INDEX (MINI) - CME","Smart money net position (% of OI)",-44.5
2014-04-29,"NEW ZEALAND DOLLAR - CME","Smart money net position (% of OI)",-65.8
2014-04-29,"NIKKEI STOCK AVERAGE YEN DENOM - CME","Smart money net position (% of OI)",15.7
2014-04-29,"S&P 500 Consolidated - CME","Smart money net position (% of OI)",-25.2
2014-04-29,"SWISS FRANC - CME","Smart money net position (% of OI)",-21.3
2014-04-29,"U.S. DOLLAR INDEX - ICE","Smart money net position (% of OI)",4.1
2014-04-29,"U.S. TREASURY BONDS - CBoT","Smart money net position (% of OI)",-11.9
2014-04-29,"VIX FUTURES - CBOE","Smart money net position (% of OI)",14.5
2014-04-29,"10-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",1.1
2014-04-29,"2-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",6.2
2014-04-29,"3-MONTH EURODOLLARS - CME","Speculators net position (% of OI)",5.1
2014-04-29,"30-DAY FEDERAL FUNDS - CBoT","Speculators net position (% of OI)",-13.6
2014-04-29,"5-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",-2.1
2014-04-29,"AUSTRALIAN DOLLAR - CME","Speculators net position (% of OI)",20.1
2014-04-29,"BRITISH POUND STERLING - CME","Speculators net position (% of OI)",46.9
2014-04-29,"CANADIAN DOLLAR - CME","Speculators net position (% of OI)",-6.3
2014-04-29,"DJIA Consolidated - CBoT","Speculators net position (% of OI)",27.6
2014-04-29,"DOW JONES INDUSTRIAL AVG- x $5 - CBoT","Speculators net position (% of OI)",27.6
2014-04-29,"E-MINI S&P 400 STOCK INDEX - CME","Speculators net position (% of OI)",32.2
2014-04-29,"E-MINI S&P 500 STOCK INDEX - CME","Speculators net position (% of OI)",22.4
2014-04-29,"EURO FX - CME","Speculators net position (% of OI)",-7.9
2014-04-29,"JAPANESE YEN - CME","Speculators net position (% of OI)",-49.6
2014-04-29,"MEXICAN PESO - CME","Speculators net position (% of OI)",-7.3
2014-04-29,"NASDAQ-100 Consolidated - CME","Speculators net position (% of OI)",44.5
2014-04-29,"NASDAQ-100 STOCK INDEX (MINI) - CME","Speculators net position (% of OI)",44.5
2014-04-29,"NEW ZEALAND DOLLAR - CME","Speculators net position (% of OI)",65.8
2014-04-29,"NIKKEI STOCK AVERAGE YEN DENOM - CME","Speculators net position (% of OI)",-15.7
2014-04-29,"S&P 500 Consolidated - CME","Speculators net position (% of OI)",25.3
2014-04-29,"SWISS FRANC - CME","Speculators net position (% of OI)",21.3
2014-04-29,"U.S. DOLLAR INDEX - ICE","Speculators net position (% of OI)",-4.2
2014-04-29,"U.S. TREASURY BONDS - CBoT","Speculators net position (% of OI)",11.8
2014-04-29,"VIX FUTURES - CBOE","Speculators net position (% of OI)",-14.5
2014-05-06,"10-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",-0.9
2014-05-06,"2-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",-7.6
2014-05-06,"3-MONTH EURODOLLARS - CME","Smart money net position (% of OI)",-2.7
2014-05-06,"30-DAY FEDERAL FUNDS - CBoT","Smart money net position (% of OI)",16.2
2014-05-06,"5-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",2
2014-05-06,"AUSTRALIAN DOLLAR - CME","Smart money net position (% of OI)",-17.4
2014-05-06,"BRITISH POUND STERLING - CME","Smart money net position (% of OI)",-48.9
2014-05-06,"CANADIAN DOLLAR - CME","Smart money net position (% of OI)",7.8
2014-05-06,"DJIA Consolidated - CBoT","Smart money net position (% of OI)",-26.1
2014-05-06,"DOW JONES INDUSTRIAL AVG- x $5 - CBoT","Smart money net position (% of OI)",-26.1
2014-05-06,"E-MINI S&P 400 STOCK INDEX - CME","Smart money net position (% of OI)",-28.8
2014-05-06,"E-MINI S&P 500 STOCK INDEX - CME","Smart money net position (% of OI)",-19.8
2014-05-06,"EURO FX - CME","Smart money net position (% of OI)",2.1
2014-05-06,"JAPANESE YEN - CME","Smart money net position (% of OI)",41.6
2014-05-06,"MEXICAN PESO - CME","Smart money net position (% of OI)",6.2
2014-05-06,"NASDAQ-100 Consolidated - CME","Smart money net position (% of OI)",-31.5
2014-05-06,"NASDAQ-100 STOCK INDEX (MINI) - CME","Smart money net position (% of OI)",-42.6
2014-05-06,"NEW ZEALAND DOLLAR - CME","Smart money net position (% of OI)",-63
2014-05-06,"NIKKEI STOCK AVERAGE YEN DENOM - CME","Smart money net position (% of OI)",15.6
2014-05-06,"S&P 500 Consolidated - CME","Smart money net position (% of OI)",-21.4
2014-05-06,"SWISS FRANC - CME","Smart money net position (% of OI)",-26.8
2014-05-06,"U.S. DOLLAR INDEX - ICE","Smart money net position (% of OI)",5.4
2014-05-06,"U.S. TREASURY BONDS - CBoT","Smart money net position (% of OI)",-12.4
2014-05-06,"VIX FUTURES - CBOE","Smart money net position (% of OI)",17.2
2014-05-06,"10-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",0.899999999999995
2014-05-06,"2-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",7.6
2014-05-06,"3-MONTH EURODOLLARS - CME","Speculators net position (% of OI)",2.8
2014-05-06,"30-DAY FEDERAL FUNDS - CBoT","Speculators net position (% of OI)",-16.2
2014-05-06,"5-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",-2
2014-05-06,"AUSTRALIAN DOLLAR - CME","Speculators net position (% of OI)",17.5
2014-05-06,"BRITISH POUND STERLING - CME","Speculators net position (% of OI)",49
2014-05-06,"CANADIAN DOLLAR - CME","Speculators net position (% of OI)",-7.7
2014-05-06,"DJIA Consolidated - CBoT","Speculators net position (% of OI)",26.1
2014-05-06,"DOW JONES INDUSTRIAL AVG- x $5 - CBoT","Speculators net position (% of OI)",26.1
2014-05-06,"E-MINI S&P 400 STOCK INDEX - CME","Speculators net position (% of OI)",28.8
2014-05-06,"E-MINI S&P 500 STOCK INDEX - CME","Speculators net position (% of OI)",19.8
2014-05-06,"EURO FX - CME","Speculators net position (% of OI)",-2.1
2014-05-06,"JAPANESE YEN - CME","Speculators net position (% of OI)",-41.8
2014-05-06,"MEXICAN PESO - CME","Speculators net position (% of OI)",-6.1
2014-05-06,"NASDAQ-100 Consolidated - CME","Speculators net position (% of OI)",31.4
2014-05-06,"NASDAQ-100 STOCK INDEX (MINI) - CME","Speculators net position (% of OI)",42.5
2014-05-06,"NEW ZEALAND DOLLAR - CME","Speculators net position (% of OI)",63.1
2014-05-06,"NIKKEI STOCK AVERAGE YEN DENOM - CME","Speculators net position (% of OI)",-15.6
2014-05-06,"S&P 500 Consolidated - CME","Speculators net position (% of OI)",21.5
2014-05-06,"SWISS FRANC - CME","Speculators net position (% of OI)",26.8
2014-05-06,"U.S. DOLLAR INDEX - ICE","Speculators net position (% of OI)",-5.29999999999999
2014-05-06,"U.S. TREASURY BONDS - CBoT","Speculators net position (% of OI)",12.4
2014-05-06,"VIX FUTURES - CBOE","Speculators net position (% of OI)",-17.1
2014-05-13,"10-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",-2.3
2014-05-13,"2-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",-8.3
2014-05-13,"3-MONTH EURODOLLARS - CME","Smart money net position (% of OI)",-2
2014-05-13,"30-DAY FEDERAL FUNDS - CBoT","Smart money net position (% of OI)",14.7
2014-05-13,"5-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",0.3
2014-05-13,"AUSTRALIAN DOLLAR - CME","Smart money net position (% of OI)",-27.2
2014-05-13,"BRITISH POUND STERLING - CME","Smart money net position (% of OI)",-46.4
2014-05-13,"CANADIAN DOLLAR - CME","Smart money net position (% of OI)",3.8
2014-05-13,"DJIA Consolidated - CBoT","Smart money net position (% of OI)",-22.5
2014-05-13,"DOW JONES INDUSTRIAL AVG- x $5 - CBoT","Smart money net position (% of OI)",-22.5
2014-05-13,"E-MINI S&P 400 STOCK INDEX - CME","Smart money net position (% of OI)",-33.7
2014-05-13,"E-MINI S&P 500 STOCK INDEX - CME","Smart money net position (% of OI)",-20.7
2014-05-13,"EURO FX - CME","Smart money net position (% of OI)",13.1
2014-05-13,"JAPANESE YEN - CME","Smart money net position (% of OI)",45.7
2014-05-13,"MEXICAN PESO - CME","Smart money net position (% of OI)",-3.6
2014-05-13,"NASDAQ-100 Consolidated - CME","Smart money net position (% of OI)",-29.3
2014-05-13,"NASDAQ-100 STOCK INDEX (MINI) - CME","Smart money net position (% of OI)",-40.1
2014-05-13,"NEW ZEALAND DOLLAR - CME","Smart money net position (% of OI)",-66.9
2014-05-13,"NIKKEI STOCK AVERAGE YEN DENOM - CME","Smart money net position (% of OI)",10.7
2014-05-13,"S&P 500 Consolidated - CME","Smart money net position (% of OI)",-22
2014-05-13,"SWISS FRANC - CME","Smart money net position (% of OI)",0.799999999999997
2014-05-13,"U.S. DOLLAR INDEX - ICE","Smart money net position (% of OI)",7.7
2014-05-13,"U.S. TREASURY BONDS - CBoT","Smart money net position (% of OI)",-15
2014-05-13,"VIX FUTURES - CBOE","Smart money net position (% of OI)",17.3
2014-05-13,"10-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",2.2
2014-05-13,"2-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",8.29999999999999
2014-05-13,"3-MONTH EURODOLLARS - CME","Speculators net position (% of OI)",2.1
2014-05-13,"30-DAY FEDERAL FUNDS - CBoT","Speculators net position (% of OI)",-14.8
2014-05-13,"5-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",-0.300000000000001
2014-05-13,"AUSTRALIAN DOLLAR - CME","Speculators net position (% of OI)",27.2
2014-05-13,"BRITISH POUND STERLING - CME","Speculators net position (% of OI)",46.5
2014-05-13,"CANADIAN DOLLAR - CME","Speculators net position (% of OI)",-3.8
2014-05-13,"DJIA Consolidated - CBoT","Speculators net position (% of OI)",22.6
2014-05-13,"DOW JONES INDUSTRIAL AVG- x $5 - CBoT","Speculators net position (% of OI)",22.6
2014-05-13,"E-MINI S&P 400 STOCK INDEX - CME","Speculators net position (% of OI)",33.7
2014-05-13,"E-MINI S&P 500 STOCK INDEX - CME","Speculators net position (% of OI)",20.5
2014-05-13,"EURO FX - CME","Speculators net position (% of OI)",-13.2
2014-05-13,"JAPANESE YEN - CME","Speculators net position (% of OI)",-45.7
2014-05-13,"MEXICAN PESO - CME","Speculators net position (% of OI)",3.8
2014-05-13,"NASDAQ-100 Consolidated - CME","Speculators net position (% of OI)",29.3
2014-05-13,"NASDAQ-100 STOCK INDEX (MINI) - CME","Speculators net position (% of OI)",40
2014-05-13,"NEW ZEALAND DOLLAR - CME","Speculators net position (% of OI)",67
2014-05-13,"NIKKEI STOCK AVERAGE YEN DENOM - CME","Speculators net position (% of OI)",-10.6
2014-05-13,"S&P 500 Consolidated - CME","Speculators net position (% of OI)",22
2014-05-13,"SWISS FRANC - CME","Speculators net position (% of OI)",-0.799999999999992
2014-05-13,"U.S. DOLLAR INDEX - ICE","Speculators net position (% of OI)",-7.69999999999999
2014-05-13,"U.S. TREASURY BONDS - CBoT","Speculators net position (% of OI)",14.9
2014-05-13,"VIX FUTURES - CBOE","Speculators net position (% of OI)",-17.2
2014-05-20,"10-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",-0.8
2014-05-20,"2-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",-8.4
2014-05-20,"3-MONTH EURODOLLARS - CME","Smart money net position (% of OI)",-1.6
2014-05-20,"30-DAY FEDERAL FUNDS - CBoT","Smart money net position (% of OI)",17
2014-05-20,"5-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",-0.8
2014-05-20,"AUSTRALIAN DOLLAR - CME","Smart money net position (% of OI)",-26.2
2014-05-20,"BRITISH POUND STERLING - CME","Smart money net position (% of OI)",-42.6
2014-05-20,"CANADIAN DOLLAR - CME","Smart money net position (% of OI)",3.4
2014-05-20,"DJIA Consolidated - CBoT","Smart money net position (% of OI)",-18.5
2014-05-20,"DOW JONES INDUSTRIAL AVG- x $5 - CBoT","Smart money net position (% of OI)",-18.5
2014-05-20,"E-MINI S&P 400 STOCK INDEX - CME","Smart money net position (% of OI)",-27.8
2014-05-20,"E-MINI S&P 500 STOCK INDEX - CME","Smart money net position (% of OI)",-19.3
2014-05-20,"EURO FX - CME","Smart money net position (% of OI)",18.6
2014-05-20,"JAPANESE YEN - CME","Smart money net position (% of OI)",32.1
2014-05-20,"MEXICAN PESO - CME","Smart money net position (% of OI)",-5.6
2014-05-20,"NASDAQ-100 Consolidated - CME","Smart money net position (% of OI)",-25.8
2014-05-20,"NASDAQ-100 STOCK INDEX (MINI) - CME","Smart money net position (% of OI)",-37.5
2014-05-20,"NEW ZEALAND DOLLAR - CME","Smart money net position (% of OI)",-64.1
2014-05-20,"NIKKEI STOCK AVERAGE YEN DENOM - CME","Smart money net position (% of OI)",9.8
2014-05-20,"S&P 500 Consolidated - CME","Smart money net position (% of OI)",-19.5
2014-05-20,"SWISS FRANC - CME","Smart money net position (% of OI)",12
2014-05-20,"U.S. DOLLAR INDEX - ICE","Smart money net position (% of OI)",7
2014-05-20,"U.S. TREASURY BONDS - CBoT","Smart money net position (% of OI)",-14.6
2014-05-20,"VIX FUTURES - CBOE","Smart money net position (% of OI)",14.2
2014-05-20,"10-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",0.900000000000001
2014-05-20,"2-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",8.4
2014-05-20,"3-MONTH EURODOLLARS - CME","Speculators net position (% of OI)",1.6
2014-05-20,"30-DAY FEDERAL FUNDS - CBoT","Speculators net position (% of OI)",-17.1
2014-05-20,"5-YEAR U.S. TREASURY NOTES - CBoT","Speculators net position (% of OI)",0.800000000000001
2014-05-20,"AUSTRALIAN DOLLAR - CME","Speculators net position (% of OI)",26.3
2014-05-20,"BRITISH POUND STERLING - CME","Speculators net position (% of OI)",42.5
2014-05-20,"CANADIAN DOLLAR - CME","Speculators net position (% of OI)",-3.3
2014-05-20,"DJIA Consolidated - CBoT","Speculators net position (% of OI)",18.6
2014-05-20,"DOW JONES INDUSTRIAL AVG- x $5 - CBoT","Speculators net position (% of OI)",18.6
2014-05-20,"E-MINI S&P 400 STOCK INDEX - CME","Speculators net position (% of OI)",27.8
2014-05-20,"E-MINI S&P 500 STOCK INDEX - CME","Speculators net position (% of OI)",19.4
2014-05-20,"EURO FX - CME","Speculators net position (% of OI)",-18.5
2014-05-20,"JAPANESE YEN - CME","Speculators net position (% of OI)",-32
2014-05-20,"MEXICAN PESO - CME","Speculators net position (% of OI)",5.5
2014-05-20,"NASDAQ-100 Consolidated - CME","Speculators net position (% of OI)",25.8
2014-05-20,"NASDAQ-100 STOCK INDEX (MINI) - CME","Speculators net position (% of OI)",37.5
2014-05-20,"NEW ZEALAND DOLLAR - CME","Speculators net position (% of OI)",64.1
2014-05-20,"NIKKEI STOCK AVERAGE YEN DENOM - CME","Speculators net position (% of OI)",-9.8
2014-05-20,"S&P 500 Consolidated - CME","Speculators net position (% of OI)",19.4
2014-05-20,"SWISS FRANC - CME","Speculators net position (% of OI)",-12
2014-05-20,"U.S. DOLLAR INDEX - ICE","Speculators net position (% of OI)",-7.1
2014-05-20,"U.S. TREASURY BONDS - CBoT","Speculators net position (% of OI)",14.6
2014-05-20,"VIX FUTURES - CBOE","Speculators net position (% of OI)",-14.2
2014-05-27,"10-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",-2.2
2014-05-27,"2-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",-10.1
2014-05-27,"3-MONTH EURODOLLARS - CME","Smart money net position (% of OI)",-0.5
2014-05-27,"30-DAY FEDERAL FUNDS - CBoT","Smart money net position (% of OI)",17
2014-05-27,"5-YEAR U.S. TREASURY NOTES - CBoT","Smart money net position (% of OI)",-1.2
2014-05-27,"AUSTRALIAN DOLLAR - CME","Smart money net position (% of OI)",-21.2
2014-05-27,"BRITISH POUND STERLING - CME","Smart money net position (% of OI)",-44.9
2014-05-27,"CANADIAN DOLLAR - CME","Smart money net position (% of OI)",-2.2
2014-05-27,"DJIA Consolidated - CBoT","Smart money net position (% of OI)",-22.3
2014-05-27,"DOW JONES INDUSTRIAL AVG- x $5 - CBoT","Smart money net position (% of OI)",-22.3
2014-05-27,"E-MINI S&P 400 STOCK INDEX - CME","Smart money net position (% of OI)",-31.6
2014-05-27,"E-MINI S&P 500 STOCK INDEX - CME","Smart money net position (% of OI)",-20.7
2014-05-27,"EURO FX - CME","Smart money net position (% of OI)",23.9
2014-05-27,"JAPANESE YEN - CME","Smart money net position (% of OI)",37
2014-05-27,"MEXICAN PESO - CME","Smart money net position (% of OI)",-7.4
2014-05-27,"NASDAQ-100 Consolidated - CME","Smart money net position (% of OI)",-30
2014-05-27,"NASDAQ-100 STOCK INDEX (MINI) - CME","Smart money net position (% of OI)",-40.4
2014-05-27,"NEW ZEALAND DOLLAR - CME","Smart money net position (% of OI)",-65.2
2014-05-27,"NIKKEI STOCK AVERAGE YEN DENOM - CME","Smart money net position (% of OI)",7.2
2014-05-27,"S&P 500 Consolidated - CME","Smart money net position (% of OI)",-20.3
